sentence_id,token_id,token,remark,tag
749,2,the,Sol-Gel,O
749,3,support,Sol-Gel,O
749,4,at,Sol-Gel,O
749,5,1100,Sol-Gel,O
749,6,°,Sol-Gel,O
749,7,C,Sol-Gel,O
749,8,for,Sol-Gel,O
749,9,10,Sol-Gel,O
749,10,h,Sol-Gel,O
749,11,",",Sol-Gel,O
749,12,SrZr0.2Ce0.8-xEuxO3-δ,Sol-Gel,O
749,13,(,Sol-Gel,O
749,14,x,Sol-Gel,O
749,15,=,Sol-Gel,O
749,16,0.1,Sol-Gel,O
749,17,and,Sol-Gel,O
749,18,0.15,Sol-Gel,O
749,19,),Sol-Gel,O
749,20,was,Sol-Gel,O
749,21,coated,Sol-Gel,Non-altering
749,22,inside,Sol-Gel,O
749,23,the,Sol-Gel,O
749,24,support,Sol-Gel,O
749,25,by,Sol-Gel,O
749,26,slurry,Sol-Gel,O
749,27,coating,Sol-Gel,O
749,28,.,Sol-Gel,O
460,0,Then,Hydrothermal,O
460,1,",",Hydrothermal,O
460,2,appropriate,Hydrothermal,O
460,3,amount,Hydrothermal,O
460,4,of,Hydrothermal,O
460,5,Na2WO4·2H2O,Hydrothermal,O
460,6,aqueous,Hydrothermal,O
460,7,solution,Hydrothermal,O
460,8,was,Hydrothermal,O
460,9,mixed,Hydrothermal,Mixing
460,10,with,Hydrothermal,O
460,11,the,Hydrothermal,O
460,12,above,Hydrothermal,O
460,13,solution,Hydrothermal,O
460,14,and,Hydrothermal,O
460,15,stirred,Hydrothermal,Mixing
460,16,constantly,Hydrothermal,O
460,17,to,Hydrothermal,O
460,18,form,Hydrothermal,O
460,19,a,Hydrothermal,O
460,20,homogeneous,Hydrothermal,O
460,21,solution,Hydrothermal,O
460,22,.,Hydrothermal,O
223,0,The,Precipitation,O
223,1,precipitation,Precipitation,O
223,2,was,Precipitation,O
223,3,carried,Precipitation,O
223,4,out,Precipitation,O
223,5,by,Precipitation,O
223,6,adding,Precipitation,Mixing
223,7,sodium,Precipitation,O
223,8,carbonate,Precipitation,O
223,9,(,Precipitation,O
223,10,0.25,Precipitation,O
223,11,M,Precipitation,O
223,12,),Precipitation,O
223,13,to,Precipitation,O
223,14,the,Precipitation,O
223,15,Zn(NO3)2·6H2O,Precipitation,O
223,16,(,Precipitation,O
223,17,0.3,Precipitation,O
223,18,M,Precipitation,O
223,19,",",Precipitation,O
223,20,82,Precipitation,O
223,21,mL,Precipitation,O
223,22,),Precipitation,O
223,23,solution,Precipitation,O
223,24,and,Precipitation,O
223,25,an,Precipitation,O
223,26,ammonia,Precipitation,O
223,27,solution,Precipitation,O
223,28,(,Precipitation,O
223,29,25,Precipitation,O
223,30,%,Precipitation,O
223,31,),Precipitation,O
223,32,to,Precipitation,O
223,33,the,Precipitation,O
223,34,Ce(NO3)3·6H2O,Precipitation,O
223,35,solution,Precipitation,O
223,36,(,Precipitation,O
223,37,0.3,Precipitation,O
223,38,M,Precipitation,O
223,39,",",Precipitation,O
223,40,39,Precipitation,O
223,41,mL,Precipitation,O
223,42,),Precipitation,O
223,43,at,Precipitation,O
223,44,70,Precipitation,O
223,45,°,Precipitation,O
223,46,C,Precipitation,O
223,47,under,Precipitation,O
223,48,vigorous,Precipitation,O
223,49,stirring,Precipitation,Mixing
223,50,until,Precipitation,O
223,51,the,Precipitation,O
223,52,pH,Precipitation,O
223,53,of,Precipitation,O
223,54,the,Precipitation,O
223,55,mixture,Precipitation,O
223,56,was,Precipitation,O
223,57,8,Precipitation,O
223,58,.,Precipitation,O
513,0,The,Precipitation,O
513,1,dark,Precipitation,O
513,2,red,Precipitation,O
513,3,magenta,Precipitation,O
513,4,solution,Precipitation,O
513,5,was,Precipitation,O
513,6,added,Precipitation,Mixing
513,7,of,Precipitation,O
513,8,excess,Precipitation,O
513,9,Meim,Precipitation,O
513,10,",",Precipitation,O
513,11,50,Precipitation,O
513,12,mg,Precipitation,O
513,13,(,Precipitation,O
513,14,0.6,Precipitation,O
513,15,mmol,Precipitation,O
513,16,),Precipitation,O
513,17,.,Precipitation,O
696,0,When,Precipitation,O
696,1,its,Precipitation,O
696,2,colour,Precipitation,O
696,3,changed,Precipitation,O
696,4,from,Precipitation,O
696,5,white,Precipitation,O
696,6,to,Precipitation,O
696,7,reddish,Precipitation,O
696,8,brown,Precipitation,O
696,9,",",Precipitation,O
696,10,the,Precipitation,O
696,11,suspension,Precipitation,O
696,12,was,Precipitation,O
696,13,centrifuged,Precipitation,Purification
696,14,at,Precipitation,O
696,15,10000,Precipitation,O
696,16,rpm,Precipitation,O
696,17,and,Precipitation,O
696,18,washed,Precipitation,Purification
696,19,several,Precipitation,O
696,20,times,Precipitation,O
696,21,with,Precipitation,O
696,22,deionized,Precipitation,O
696,23,water,Precipitation,O
696,24,.,Precipitation,O
428,0,The,Hydrothermal,O
428,1,mixture,Hydrothermal,O
428,2,was,Hydrothermal,O
428,3,then,Hydrothermal,O
428,4,extracted,Hydrothermal,Purification
428,5,with,Hydrothermal,O
428,6,EtOAc,Hydrothermal,O
428,7,.,Hydrothermal,O
1532,0,A,Sol-Gel,O
1532,1,Series,Sol-Gel,O
1532,2,of,Sol-Gel,O
1532,3,SrIn2O4,Sol-Gel,O
1532,4,:,Sol-Gel,O
1532,5,Eu3+,Sol-Gel,O
1532,6,",",Sol-Gel,O
1532,7,Sm3+,Sol-Gel,O
1532,8,samples,Sol-Gel,O
1532,9,with,Sol-Gel,O
1532,10,different,Sol-Gel,O
1532,11,molar,Sol-Gel,O
1532,12,concentration,Sol-Gel,O
1532,13,of,Sol-Gel,O
1532,14,Eu3+,Sol-Gel,O
1532,15,(,Sol-Gel,O
1532,16,m,Sol-Gel,O
1532,17,),Sol-Gel,O
1532,18,and,Sol-Gel,O
1532,19,Sm3+,Sol-Gel,O
1532,20,(,Sol-Gel,O
1532,21,n,Sol-Gel,O
1532,22,),Sol-Gel,O
1532,23,were,Sol-Gel,O
1532,24,synthesized,Sol-Gel,Starting
1532,25,by,Sol-Gel,O
1532,26,the,Sol-Gel,O
1532,27,combustion,Sol-Gel,O
1532,28,method,Sol-Gel,O
1532,29,.,Sol-Gel,O
355,0,After,Hydrothermal,O
355,1,stirring,Hydrothermal,Mixing
355,2,well,Hydrothermal,O
355,3,",",Hydrothermal,O
355,4,the,Hydrothermal,O
355,5,mixture,Hydrothermal,O
355,6,was,Hydrothermal,O
355,7,transferred,Hydrothermal,Non-altering
355,8,into,Hydrothermal,O
355,9,a,Hydrothermal,O
355,10,100,Hydrothermal,O
355,11,mL,Hydrothermal,O
355,12,Teflon,Hydrothermal,O
355,13,-,Hydrothermal,O
355,14,lined,Hydrothermal,O
355,15,stainless,Hydrothermal,O
355,16,steel,Hydrothermal,O
355,17,autoclave,Hydrothermal,O
355,18,in,Hydrothermal,O
355,19,which,Hydrothermal,O
355,20,two,Hydrothermal,O
355,21,pieces,Hydrothermal,O
355,22,of,Hydrothermal,O
355,23,ultrasonic,Hydrothermal,O
355,24,cleaned,Hydrothermal,O
355,25,FTO,Hydrothermal,O
355,26,glass,Hydrothermal,O
355,27,(,Hydrothermal,O
355,28,fluorine,Hydrothermal,O
355,29,doped,Hydrothermal,O
355,30,SnO2,Hydrothermal,O
355,31,",",Hydrothermal,O
355,32,14Ω,Hydrothermal,O
355,33,/,Hydrothermal,O
355,34,sq,Hydrothermal,O
355,35,",",Hydrothermal,O
355,36,Asahi,Hydrothermal,O
355,37,),Hydrothermal,O
355,38,were,Hydrothermal,O
355,39,placed,Hydrothermal,O
355,40,.,Hydrothermal,O
404,0,If,Solid-State,O
404,1,ignited,Solid-State,O
404,2,",",Solid-State,O
404,3,the,Solid-State,O
404,4,dried,Solid-State,Purification
404,5,gel,Solid-State,O
404,6,burned,Solid-State,O
404,7,completely,Solid-State,O
404,8,to,Solid-State,O
404,9,a,Solid-State,O
404,10,loose,Solid-State,O
404,11,powder,Solid-State,O
404,12,.,Solid-State,O
22,0,A,Precipitation,O
22,1,solution,Precipitation,O
22,2,of,Precipitation,O
22,3,absolute,Precipitation,O
22,4,ethanol,Precipitation,O
22,5,(,Precipitation,O
22,6,50,Precipitation,O
22,7,mL,Precipitation,O
22,8,),Precipitation,O
22,9,and,Precipitation,O
22,10,sodium,Precipitation,O
22,11,hydroxide,Precipitation,O
22,12,0.72,Precipitation,O
22,13,g,Precipitation,O
22,14,(,Precipitation,O
22,15,0.018,Precipitation,O
22,16,mol,Precipitation,O
22,17,),Precipitation,O
22,18,was,Precipitation,O
22,19,reacted,Precipitation,Reaction
22,20,with,Precipitation,O
22,21,3.22,Precipitation,O
22,22,g,Precipitation,O
22,23,(,Precipitation,O
22,24,0.018,Precipitation,O
22,25,mol,Precipitation,O
22,26,),Precipitation,O
22,27,of,Precipitation,O
22,28,commercially,Precipitation,O
22,29,available,Precipitation,O
22,30,"endo-N-hydroxy-5-norbornene-2,3-dicarboximide",Precipitation,O
22,31,(,Precipitation,O
22,32,7,Precipitation,O
22,33,),Precipitation,O
22,34,and,Precipitation,O
22,35,2.58,Precipitation,O
22,36,g,Precipitation,O
22,37,(,Precipitation,O
22,38,0.018,Precipitation,O
22,39,mol,Precipitation,O
22,40,),Precipitation,O
22,41,of,Precipitation,O
22,42,1-bromo-2-chloroethane,Precipitation,O
22,43,or,Precipitation,O
22,44,1-bromo-3-chloropropane,Precipitation,O
22,45,at,Precipitation,O
22,46,70,Precipitation,O
22,47,°,Precipitation,O
22,48,C,Precipitation,O
22,49,for,Precipitation,O
22,50,24,Precipitation,O
22,51,h,Precipitation,O
22,52,.,Precipitation,O
55,0,All,Solid-State,O
55,1,the,Solid-State,O
55,2,electrodes,Solid-State,O
55,3,and,Solid-State,O
55,4,interlayer,Solid-State,O
55,5,powders,Solid-State,O
55,6,were,Solid-State,O
55,7,mixed,Solid-State,Mixing
55,8,with,Solid-State,O
55,9,an,Solid-State,O
55,10,organic,Solid-State,O
55,11,binder,Solid-State,O
55,12,(,Solid-State,O
55,13,Heraeus,Solid-State,O
55,14,V006,Solid-State,O
55,15,),Solid-State,O
55,16,to,Solid-State,O
55,17,form,Solid-State,O
55,18,slurries,Solid-State,O
55,19,for,Solid-State,O
55,20,screen,Solid-State,O
55,21,printing,Solid-State,O
55,22,.,Solid-State,O
1516,0,The,Precipitation,O
1516,1,prepared,Precipitation,O
1516,2,solution,Precipitation,O
1516,3,was,Precipitation,O
1516,4,titrated,Precipitation,Mixing
1516,5,together,Precipitation,O
1516,6,with,Precipitation,O
1516,7,CTAB,Precipitation,O
1516,8,and,Precipitation,O
1516,9,3.0,Precipitation,O
1516,10,M,Precipitation,O
1516,11,HNO3,Precipitation,O
1516,12,containing,Precipitation,O
1516,13,dissolved,Precipitation,O
1516,14,metal,Precipitation,O
1516,15,salts,Precipitation,O
1516,16,in,Precipitation,O
1516,17,the,Precipitation,O
1516,18,required,Precipitation,O
1516,19,quantity,Precipitation,O
1516,20,[,Precipitation,O
1516,21,RuCl3,Precipitation,O
1516,22,(,Precipitation,O
1516,23,5,Precipitation,O
1516,24,wt,Precipitation,O
1516,25,%,Precipitation,O
1516,26,Ru,Precipitation,O
1516,27,),Precipitation,O
1516,28,and,Precipitation,O
1516,29,Ce(NO3)3·6H2O,Precipitation,O
1516,30,(,Precipitation,O
1516,31,10,Precipitation,O
1516,32,wt,Precipitation,O
1516,33,%,Precipitation,O
1516,34,Ce,Precipitation,O
1516,35,),Precipitation,O
1516,36,],Precipitation,O
1516,37,at,Precipitation,O
1516,38,constant,Precipitation,O
1516,39,stirring,Precipitation,Mixing
1516,40,and,Precipitation,O
1516,41,the,Precipitation,O
1516,42,pH,Precipitation,O
1516,43,maintained,Precipitation,O
1516,44,around,Precipitation,O
1516,45,3,Precipitation,O
1516,46,.,Precipitation,O
2180,0,The,Hydrothermal,O
2180,1,obtained,Hydrothermal,O
2180,2,product,Hydrothermal,O
2180,3,was,Hydrothermal,O
2180,4,collected,Hydrothermal,Purification
2180,5,by,Hydrothermal,O
2180,6,centrifugation,Hydrothermal,O
2180,7,",",Hydrothermal,O
2180,8,washed,Hydrothermal,Purification
2180,9,several,Hydrothermal,O
2180,10,times,Hydrothermal,O
2180,11,with,Hydrothermal,O
2180,12,ethanol,Hydrothermal,O
2180,13,and,Hydrothermal,O
2180,14,deionized,Hydrothermal,O
2180,15,water,Hydrothermal,O
2180,16,and,Hydrothermal,O
2180,17,dried,Hydrothermal,Purification
2180,18,in,Hydrothermal,O
2180,19,oven,Hydrothermal,O
2180,20,at,Hydrothermal,O
2180,21,80,Hydrothermal,O
2180,22,°,Hydrothermal,O
2180,23,C,Hydrothermal,O
2180,24,.,Hydrothermal,O
1567,0,Column,Hydrothermal,O
1567,1,chromatography,Hydrothermal,O
1567,2,(,Hydrothermal,O
1567,3,eluents,Hydrothermal,O
1567,4,:,Hydrothermal,O
1567,5,heptane,Hydrothermal,O
1567,6,–,Hydrothermal,O
1567,7,dichloromethane,Hydrothermal,O
1567,8,),Hydrothermal,O
1567,9,was,Hydrothermal,O
1567,10,used,Hydrothermal,O
1567,11,to,Hydrothermal,O
1567,12,purify,Hydrothermal,Purification
1567,13,the,Hydrothermal,O
1567,14,desired,Hydrothermal,O
1567,15,dialkynylpyridines,Hydrothermal,O
1567,16,.,Hydrothermal,O
1522,0,The,Solid-State,O
1522,1,pre-sintered,Solid-State,Heating
1522,2,cakes,Solid-State,O
1522,3,removed,Solid-State,O
1522,4,from,Solid-State,O
1522,5,the,Solid-State,O
1522,6,furnace,Solid-State,O
1522,7,were,Solid-State,O
1522,8,crushed,Solid-State,Mixing
1522,9,and,Solid-State,O
1522,10,ball,Solid-State,Mixing
1522,11,milled,Solid-State,Mixing
1522,12,in,Solid-State,O
1522,13,an,Solid-State,O
1522,14,aqueous,Solid-State,O
1522,15,medium,Solid-State,O
1522,16,in,Solid-State,O
1522,17,agate,Solid-State,O
1522,18,bowls,Solid-State,O
1522,19,with,Solid-State,O
1522,20,agate,Solid-State,O
1522,21,balls,Solid-State,O
1522,22,for,Solid-State,O
1522,23,another,Solid-State,O
1522,24,30h,Solid-State,O
1522,25,to,Solid-State,O
1522,26,obtain,Solid-State,O
1522,27,fine,Solid-State,O
1522,28,particle,Solid-State,O
1522,29,size,Solid-State,O
1522,30,.,Solid-State,O
1582,0,The,Solid-State,O
1582,1,starting,Solid-State,O
1582,2,Zn2TiO4,Solid-State,O
1582,3,powders,Solid-State,O
1582,4,were,Solid-State,O
1582,5,prepared,Solid-State,Starting
1582,6,by,Solid-State,O
1582,7,calcining,Solid-State,Heating
1582,8,stoichiometric,Solid-State,O
1582,9,amounts,Solid-State,O
1582,10,of,Solid-State,O
1582,11,ZnO,Solid-State,O
1582,12,(,Solid-State,O
1582,13,Alfa,Solid-State,O
1582,14,Aesar,Solid-State,O
1582,15,99.99,Solid-State,O
1582,16,%,Solid-State,O
1582,17,),Solid-State,O
1582,18,and,Solid-State,O
1582,19,TiO2,Solid-State,O
1582,20,(,Solid-State,O
1582,21,Alfa,Solid-State,O
1582,22,Aesar,Solid-State,O
1582,23,99.99,Solid-State,O
1582,24,%,Solid-State,O
1582,25,),Solid-State,O
1582,26,at,Solid-State,O
1582,27,1473,Solid-State,O
1582,28,K,Solid-State,O
1582,29,for,Solid-State,O
1582,30,20,Solid-State,O
1582,31,h,Solid-State,O
1582,32,with,Solid-State,O
1582,33,intermediate,Solid-State,O
1582,34,grinding,Solid-State,Mixing
1582,35,.,Solid-State,O
898,0,Appropriate,Solid-State,O
898,1,amounts,Solid-State,O
898,2,of,Solid-State,O
898,3,powders,Solid-State,O
898,4,were,Solid-State,O
898,5,weighed,Solid-State,O
898,6,out,Solid-State,O
898,7,and,Solid-State,O
898,8,milled,Solid-State,Mixing
898,9,in,Solid-State,O
898,10,an,Solid-State,O
898,11,agate,Solid-State,O
898,12,bowl,Solid-State,O
898,13,using,Solid-State,O
898,14,Al2O3,Solid-State,O
898,15,balls,Solid-State,O
898,16,.,Solid-State,O
1019,0,Crystalline,Solid-State,O
1019,1,BSCF5582,Solid-State,O
1019,2,sample,Solid-State,O
1019,3,was,Solid-State,O
1019,4,prepared,Solid-State,Starting
1019,5,solid,Solid-State,O
1019,6,state,Solid-State,O
1019,7,synthesis,Solid-State,O
1019,8,method,Solid-State,O
1019,9,as,Solid-State,O
1019,10,reported,Solid-State,O
1019,11,earlier,Solid-State,O
1019,12,.,Solid-State,O
2000,0,Three,Precipitation,O
2000,1,different,Precipitation,O
2000,2,molar,Precipitation,O
2000,3,ratios,Precipitation,O
2000,4,",",Precipitation,O
2000,5,2,Precipitation,O
2000,6,:,Precipitation,O
2000,7,1,Precipitation,O
2000,8,",",Precipitation,O
2000,9,1,Precipitation,O
2000,10,:,Precipitation,O
2000,11,1,Precipitation,O
2000,12,and,Precipitation,O
2000,13,1,Precipitation,O
2000,14,:,Precipitation,O
2000,15,2,Precipitation,O
2000,16,of,Precipitation,O
2000,17,AgxMn8O16-y,Precipitation,O
2000,18,to,Precipitation,O
2000,19,Ag2O,Precipitation,O
2000,20,were,Precipitation,O
2000,21,prepared,Precipitation,Starting
2000,22,with,Precipitation,O
2000,23,1,Precipitation,O
2000,24,:,Precipitation,O
2000,25,1,Precipitation,O
2000,26,",",Precipitation,O
2000,27,1,Precipitation,O
2000,28,:,Precipitation,O
2000,29,2,Precipitation,O
2000,30,and,Precipitation,O
2000,31,1,Precipitation,O
2000,32,:,Precipitation,O
2000,33,4,Precipitation,O
2000,34,molar,Precipitation,O
2000,35,ratios,Precipitation,O
2000,36,of,Precipitation,O
2000,37,AgxMn8O16-y,Precipitation,O
2000,38,to,Precipitation,O
2000,39,AgNO3,Precipitation,O
2000,40,.,Precipitation,O
2240,0,The,Solid-State,O
2240,1,raw,Solid-State,O
2240,2,materials,Solid-State,O
2240,3,were,Solid-State,O
2240,4,dispersed,Solid-State,Mixing
2240,5,into,Solid-State,O
2240,6,acetone,Solid-State,O
2240,7,and,Solid-State,O
2240,8,then,Solid-State,O
2240,9,ball,Solid-State,Mixing
2240,10,-,Solid-State,Mixing
2240,11,milled,Solid-State,Mixing
2240,12,for,Solid-State,O
2240,13,7h,Solid-State,O
2240,14,in,Solid-State,O
2240,15,a,Solid-State,O
2240,16,planetary,Solid-State,O
2240,17,mill,Solid-State,O
2240,18,.,Solid-State,O
20,0,Hierarchical,Precipitation,O
20,1,α-FeOOH,Precipitation,O
20,2,precursors,Precipitation,O
20,3,with,Precipitation,O
20,4,different,Precipitation,O
20,5,morphology,Precipitation,O
20,6,were,Precipitation,O
20,7,firstly,Precipitation,O
20,8,synthesized,Precipitation,Starting
20,9,using,Precipitation,O
20,10,a,Precipitation,O
20,11,solution,Precipitation,O
20,12,-,Precipitation,O
20,13,based,Precipitation,O
20,14,method,Precipitation,O
20,15,.,Precipitation,O
257,0,First,Solid-State,O
257,1,",",Solid-State,O
257,2,LiCoPO4,Solid-State,O
257,3,was,Solid-State,O
257,4,synthesized,Solid-State,Starting
257,5,by,Solid-State,O
257,6,the,Solid-State,O
257,7,solid,Solid-State,O
257,8,state,Solid-State,O
257,9,reaction,Solid-State,O
257,10,",",Solid-State,O
257,11,as,Solid-State,O
257,12,described,Solid-State,O
257,13,in,Solid-State,O
257,14,our,Solid-State,O
257,15,previous,Solid-State,O
257,16,reports,Solid-State,O
257,17,.,Solid-State,O
479,0,The,Precipitation,O
479,1,yellow,Precipitation,O
479,2,colored,Precipitation,O
479,3,silver,Precipitation,O
479,4,salt,Precipitation,O
479,5,was,Precipitation,O
479,6,washed,Precipitation,Purification
479,7,with,Precipitation,O
479,8,methanol,Precipitation,O
479,9,and,Precipitation,O
479,10,dried,Precipitation,Purification
479,11,in,Precipitation,O
479,12,vacuo,Precipitation,O
479,13,.,Precipitation,O
606,0,After,Hydrothermal,O
606,1,cooling,Hydrothermal,Cooling
606,2,",",Hydrothermal,O
606,3,it,Hydrothermal,O
606,4,was,Hydrothermal,O
606,5,filtered,Hydrothermal,Purification
606,6,",",Hydrothermal,O
606,7,washed,Hydrothermal,Purification
606,8,thoroughly,Hydrothermal,O
606,9,with,Hydrothermal,O
606,10,distilled,Hydrothermal,O
606,11,water,Hydrothermal,O
606,12,and,Hydrothermal,O
606,13,dried,Hydrothermal,Purification
606,14,.,Hydrothermal,O
1060,0,The,Hydrothermal,O
1060,1,final,Hydrothermal,O
1060,2,product,Hydrothermal,O
1060,3,was,Hydrothermal,O
1060,4,then,Hydrothermal,O
1060,5,dried,Hydrothermal,Purification
1060,6,in,Hydrothermal,O
1060,7,a,Hydrothermal,O
1060,8,vacuum,Hydrothermal,O
1060,9,oven,Hydrothermal,O
1060,10,at,Hydrothermal,O
1060,11,room,Hydrothermal,O
1060,12,temperature,Hydrothermal,O
1060,13,for,Hydrothermal,O
1060,14,12,Hydrothermal,O
1060,15,h,Hydrothermal,O
1060,16,.,Hydrothermal,O
2861,0,Stoichiometric,Sol-Gel,O
2861,1,amounts,Sol-Gel,O
2861,2,of,Sol-Gel,O
2861,3,La(NO3)3·6H2O,Sol-Gel,O
2861,4,",",Sol-Gel,O
2861,5,Sr(NO3)2,Sol-Gel,O
2861,6,",",Sol-Gel,O
2861,7,and,Sol-Gel,O
2861,8,Mn(NO3)2,Sol-Gel,O
2861,9,were,Sol-Gel,O
2861,10,dissolved,Sol-Gel,Mixing
2861,11,in,Sol-Gel,O
2861,12,deionized,Sol-Gel,O
2861,13,water,Sol-Gel,O
2861,14,",",Sol-Gel,O
2861,15,and,Sol-Gel,O
2861,16,the,Sol-Gel,O
2861,17,concentration,Sol-Gel,O
2861,18,of,Sol-Gel,O
2861,19,total,Sol-Gel,O
2861,20,metal,Sol-Gel,O
2861,21,ions,Sol-Gel,O
2861,22,(,Sol-Gel,O
2861,23,Mn+,Sol-Gel,O
2861,24,),Sol-Gel,O
2861,25,was,Sol-Gel,O
2861,26,0.5,Sol-Gel,O
2861,27,mol,Sol-Gel,O
2861,28,L-1,Sol-Gel,O
2861,29,.,Sol-Gel,O
1288,0,The,Precipitation,O
1288,1,solution,Precipitation,O
1288,2,mixture,Precipitation,O
1288,3,was,Precipitation,O
1288,4,then,Precipitation,O
1288,5,stirred,Precipitation,Mixing
1288,6,for,Precipitation,O
1288,7,another,Precipitation,O
1288,8,2,Precipitation,O
1288,9,days,Precipitation,O
1288,10,.,Precipitation,O
1681,0,In,Hydrothermal,O
1681,1,a,Hydrothermal,O
1681,2,typical,Hydrothermal,O
1681,3,synthesis,Hydrothermal,O
1681,4,(,Hydrothermal,O
1681,5,sample,Hydrothermal,O
1681,6,S6,Hydrothermal,O
1681,7,in,Hydrothermal,O
1681,8,Table,Hydrothermal,O
1681,9,1,Hydrothermal,O
1681,10,),Hydrothermal,O
1681,11,",",Hydrothermal,O
1681,12,40.0,Hydrothermal,O
1681,13,mL,Hydrothermal,O
1681,14,of,Hydrothermal,O
1681,15,pure,Hydrothermal,O
1681,16,alcohol,Hydrothermal,O
1681,17,(,Hydrothermal,O
1681,18,CH3CH2OH,Hydrothermal,O
1681,19,",",Hydrothermal,O
1681,20,A.R.,Hydrothermal,O
1681,21,",",Hydrothermal,O
1681,22,Sinopharm,Hydrothermal,O
1681,23,Chemical,Hydrothermal,O
1681,24,Reagent,Hydrothermal,O
1681,25,Co.,Hydrothermal,O
1681,26,",",Hydrothermal,O
1681,27,Ltd,Hydrothermal,O
1681,28,),Hydrothermal,O
1681,29,and,Hydrothermal,O
1681,30,12.0,Hydrothermal,O
1681,31,mL,Hydrothermal,O
1681,32,of,Hydrothermal,O
1681,33,ethylene,Hydrothermal,O
1681,34,glycol,Hydrothermal,O
1681,35,(,Hydrothermal,O
1681,36,C2H6O2,Hydrothermal,O
1681,37,",",Hydrothermal,O
1681,38,A.R.,Hydrothermal,O
1681,39,",",Hydrothermal,O
1681,40,Sinopharm,Hydrothermal,O
1681,41,Chemical,Hydrothermal,O
1681,42,Reagent,Hydrothermal,O
1681,43,Co.,Hydrothermal,O
1681,44,",",Hydrothermal,O
1681,45,Ltd,Hydrothermal,O
1681,46,),Hydrothermal,O
1681,47,(,Hydrothermal,O
1681,48,EG,Hydrothermal,O
1681,49,),Hydrothermal,O
1681,50,were,Hydrothermal,O
1681,51,mixed,Hydrothermal,Mixing
1681,52,",",Hydrothermal,O
1681,53,followed,Hydrothermal,O
1681,54,by,Hydrothermal,O
1681,55,the,Hydrothermal,O
1681,56,addition,Hydrothermal,Mixing
1681,57,of,Hydrothermal,O
1681,58,1.00,Hydrothermal,O
1681,59,g,Hydrothermal,O
1681,60,of,Hydrothermal,O
1681,61,copper,Hydrothermal,O
1681,62,nitrate,Hydrothermal,O
1681,63,(,Hydrothermal,O
1681,64,Cu(NO3)2·H2O,Hydrothermal,O
1681,65,",",Hydrothermal,O
1681,66,A.R.,Hydrothermal,O
1681,67,",",Hydrothermal,O
1681,68,Sinopharm,Hydrothermal,O
1681,69,Chemical,Hydrothermal,O
1681,70,Reagent,Hydrothermal,O
1681,71,Co.,Hydrothermal,O
1681,72,",",Hydrothermal,O
1681,73,Ltd,Hydrothermal,O
1681,74,),Hydrothermal,O
1681,75,",",Hydrothermal,O
1681,76,30,Hydrothermal,O
1681,77,mL,Hydrothermal,O
1681,78,of,Hydrothermal,O
1681,79,ammonia,Hydrothermal,O
1681,80,water,Hydrothermal,O
1681,81,(,Hydrothermal,O
1681,82,25,Hydrothermal,O
1681,83,%,Hydrothermal,O
1681,84,),Hydrothermal,O
1681,85,(,Hydrothermal,O
1681,86,NH3·H2O,Hydrothermal,O
1681,87,",",Hydrothermal,O
1681,88,A.R.,Hydrothermal,O
1681,89,",",Hydrothermal,O
1681,90,Sinopharm,Hydrothermal,O
1681,91,Chemical,Hydrothermal,O
1681,92,Reagent,Hydrothermal,O
1681,93,Co.,Hydrothermal,O
1681,94,",",Hydrothermal,O
1681,95,Ltd,Hydrothermal,O
1681,96,),Hydrothermal,O
1681,97,and,Hydrothermal,O
1681,98,10,Hydrothermal,O
1681,99,mL,Hydrothermal,O
1681,100,of,Hydrothermal,O
1681,101,sodium,Hydrothermal,O
1681,102,hydroxide,Hydrothermal,O
1681,103,(,Hydrothermal,O
1681,104,1,Hydrothermal,O
1681,105,mol,Hydrothermal,O
1681,106,L−1,Hydrothermal,O
1681,107,),Hydrothermal,O
1681,108,(,Hydrothermal,O
1681,109,NaOH,Hydrothermal,O
1681,110,",",Hydrothermal,O
1681,111,A.R.,Hydrothermal,O
1681,112,",",Hydrothermal,O
1681,113,Sinopharm,Hydrothermal,O
1681,114,Chemical,Hydrothermal,O
1681,115,Reagent,Hydrothermal,O
1681,116,Co.,Hydrothermal,O
1681,117,",",Hydrothermal,O
1681,118,Ltd,Hydrothermal,O
1681,119,),Hydrothermal,O
1681,120,.,Hydrothermal,O
1460,0,The,Solid-State,O
1460,1,starting,Solid-State,O
1460,2,materials,Solid-State,O
1460,3,were,Solid-State,O
1460,4,analytical,Solid-State,O
1460,5,-,Solid-State,O
1460,6,grade,Solid-State,O
1460,7,CaCO3,Solid-State,O
1460,8,",",Solid-State,O
1460,9,MgO,Solid-State,O
1460,10,",",Solid-State,O
1460,11,ZnO,Solid-State,O
1460,12,",",Solid-State,O
1460,13,MnCO3,Solid-State,O
1460,14,",",Solid-State,O
1460,15,(NH4)2HPO4,Solid-State,O
1460,16,and,Solid-State,O
1460,17,Eu2O3,Solid-State,O
1460,18,(,Solid-State,O
1460,19,4N,Solid-State,O
1460,20,),Solid-State,O
1460,21,.,Solid-State,O
829,0,The,Hydrothermal,O
829,1,reaction,Hydrothermal,O
829,2,mixture,Hydrothermal,O
829,3,was,Hydrothermal,O
829,4,acidified,Hydrothermal,Mixing
829,5,with,Hydrothermal,O
829,6,hydrochloric,Hydrothermal,O
829,7,acid,Hydrothermal,O
829,8,(,Hydrothermal,O
